HGNC symbol	Description	Phenotype description
TGIF1	TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]	Holoprosencephaly
TGIF1	TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]	negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage
TGIF1	TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]	transcriptional repressor activity RNA polymerase II core promoter proximal region sequence-specific binding
THAP4	THAP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23187]	
TIMM10B	translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022]	
TJP3	tight junction protein 3 [Source:HGNC Symbol;Acc:HGNC:11829]	
TLE1	transducin like enhancer of split 1 [Source:HGNC Symbol;Acc:HGNC:11837]	
TLE3	transducin like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]	
TLR5	toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]	LEGIONNAIRE DISEASE SUSCEPTIBILITY TO
TLR5	toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]	MELIOIDOSIS SUSCEPTIBILITY TOMELIOIDOSIS RESISTANCE TO INCLUDED
TLR5	toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]	SYSTEMIC LUPUS ERYTHEMATOSUS SUSCEPTIBILITY TO 10
TMC8	transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474]	EPIDERMODYSPLASIA VERRUCIFORMIS
TMED4	transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]	
TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1 [Source:HGNC Symbol;Acc:HGNC:11866]	
TMEM100	transmembrane protein 100 [Source:HGNC Symbol;Acc:HGNC:25607]	
TMEM128	transmembrane protein 128 [Source:HGNC Symbol;Acc:HGNC:28201]	
TMEM168	transmembrane protein 168 [Source:HGNC Symbol;Acc:HGNC:25826]	
TMEM176A	transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]	
TMEM18	transmembrane protein 18 [Source:HGNC Symbol;Acc:HGNC:25257]	
TMEM209	transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]	
TMEM213	transmembrane protein 213 [Source:HGNC Symbol;Acc:HGNC:27220]	
TMEM216	transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018]	Joubert syndrome with oculorenal defect
TMEM216	transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018]	Joubert syndrome with orofaciodigital defect
TMEM216	transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018]	Meckel syndrome
TMEM216	transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018]	Joubert syndrome 2
TMEM216	transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018]	MECKEL SYNDROME TYPE 2
TMEM216	transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018]	cilium assembly
TMEM231	transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]	Joubert syndrome with oculorenal defect
TMEM231	transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]	Meckel syndrome
TMEM231	transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]	JOUBERT SYNDROME 1
TMEM231	transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]	JOUBERT SYNDROME 20
TMEM231	transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]	Meckel syndrome type 11
TMEM71	transmembrane protein 71 [Source:HGNC Symbol;Acc:HGNC:26572]	
TMEM81	transmembrane protein 81 [Source:HGNC Symbol;Acc:HGNC:32349]	
TMEM91	transmembrane protein 91 [Source:HGNC Symbol;Acc:HGNC:32393]	
TMEM92	transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]	
TMSB4Y	thymosin beta 4, Y-linked [Source:HGNC Symbol;Acc:HGNC:11882]	
TNFRSF10B	TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]	SQUAMOUS CELL CARCINOMA HEAD AND NECK SOMATIC
TNFRSF10B	TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
TNFRSF10D	TNF receptor superfamily member 10d [Source:HGNC Symbol;Acc:HGNC:11907]	
TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	
TNFRSF1A	TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]	Intermittent hydrarthrosis
TNFRSF1A	TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]	Tumor necrosis factor receptor 1 associated periodic syndrome
TNFRSF1A	TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]	MULTIPLE SCLEROSIS SUSCEPTIBILITY TO 5
TNFRSF1A	TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]	PERIODIC FEVER FAMILIAL AUTOSOMAL DOMINANT
TNFRSF4	TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]	Combined immunodeficiency due to OX40 deficiency
TNFRSF4	TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]	IMMUNODEFICIENCY 16
TNFSF14	tumor necrosis factor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11930]	
TNIP2	TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]	
TOR4A	torsin family 4 member A [Source:HGNC Symbol;Acc:HGNC:25981]	
TPD52L1	tumor protein D52-like 1 [Source:HGNC Symbol;Acc:HGNC:12006]	
TPH1	tryptophan hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:12008]	
TPST2	tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]	
TRABD	TraB domain containing [Source:HGNC Symbol;Acc:HGNC:28805]	
TRAF2	TNF receptor associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032]	
TRAM1L1	translocation associated membrane protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:28371]	
TRAM2	translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16855]	
TRDMT1	tRNA aspartic acid methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2977]	
TRIM45	tripartite motif containing 45 [Source:HGNC Symbol;Acc:HGNC:19018]	
TRIM47	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]	
TRIM72	tripartite motif containing 72 [Source:HGNC Symbol;Acc:HGNC:32671]	
TRIM8	tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]	
TRIP10	thyroid hormone receptor interactor 10 [Source:HGNC Symbol;Acc:HGNC:12304]	
TRMT11	tRNA methyltransferase 11 homolog [Source:HGNC Symbol;Acc:HGNC:21080]	
TRPC1	transient receptor potential cation channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:12333]	
TSC22D3	TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051]	
TSN	translin [Source:HGNC Symbol;Acc:HGNC:12379]	
TTC13	tetratricopeptide repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:26204]	
TTC14	tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]	
TTC30A	tetratricopeptide repeat domain 30A [Source:HGNC Symbol;Acc:HGNC:25853]	
TTC38	tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:26082]	
TTF2	transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398]	
TTL	tubulin tyrosine ligase [Source:HGNC Symbol;Acc:HGNC:21586]	
TUBA1A	tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]	Lissencephaly due to TUBA1A mutation
TUBA1A	tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]	LISSENCEPHALY 3
TUBA1A	tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]	Intellectual disability
TUBA1A	tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]	lissencephaly type 3 (LIS3)
TUBGCP5	tubulin gamma complex associated protein 5 [Source:HGNC Symbol;Acc:HGNC:18600]	
TXLNA	taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685]	
U2AF2	U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]	
UBAP1	ubiquitin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:12461]	
UBE2J2	ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]	
UBTD1	ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25683]	
UCN2	urocortin 2 [Source:HGNC Symbol;Acc:HGNC:18414]	
UGGT2	UDP-glucose glycoprotein glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15664]	
ULK2	unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480]	
UNC119	unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]	Cone-rod dystrophy
UNC119	unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]	Idiopathic CD4 lymphocytopenia
UNC119	unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]	Immunodeficiency 13
UPK1A	uroplakin 1A [Source:HGNC Symbol;Acc:HGNC:12577]	
USP13	ubiquitin specific peptidase 13 (isopeptidase T-3) [Source:HGNC Symbol;Acc:HGNC:12611]	
USP21	ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620]	cysteine-type peptidase activity
USP21	ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620]	thiol-dependent ubiquitin-specific protease activity
USP9X	ubiquitin specific peptidase 9, X-linked [Source:HGNC Symbol;Acc:HGNC:12632]	X-linked non-syndromic intellectual disability
USP9X	ubiquitin specific peptidase 9, X-linked [Source:HGNC Symbol;Acc:HGNC:12632]	Mental retardation X-linked 99
USP9X	ubiquitin specific peptidase 9, X-linked [Source:HGNC Symbol;Acc:HGNC:12632]	MENTAL RETARDATION X-LINKED 99 SYNDROMIC FEMALE-RESTRICTED
UTP23	UTP23, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28224]	
UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked [Source:HGNC Symbol;Acc:HGNC:12638]	
VAPB	VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]	Adult-onset proximal spinal muscular atrophy autosomal dominant
VAPB	VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]	Amyotrophic lateral sclerosis
VAPB	VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]	AMYOTROPHIC LATERAL SCLEROSIS 8
VAPB	VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]	SPINAL MUSCULAR ATROPHY LATE-ONSET FINKEL TYPE
VASP	vasodilator-stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652]	
VAX1	ventral anterior homeobox 1 [Source:HGNC Symbol;Acc:HGNC:12660]	MICROPHTHALMIA SYNDROMIC 11
VENTX	VENT homeobox [Source:HGNC Symbol;Acc:HGNC:13639]	
VEZT	vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18258]	
VLDLR	very low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:12698]	Dysequilibrium syndrome
VLDLR	very low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:12698]	CEREBELLAR ATAXIA MENTAL RETARDATION AND DYSEQUILIBRIUM SYNDROME 1
VLDLR	very low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:12698]	cerebellar ataxia mental retardation and dysequilibrium syndrome type 1 (CMARQ1)
VNN2	vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]	
VPS13B	vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]	COHEN SYNDROME
VPS37D	VPS37D, ESCRT-I subunit [Source:HGNC Symbol;Acc:HGNC:18287]	
VPS4B	vacuolar protein sorting 4 homolog B [Source:HGNC Symbol;Acc:HGNC:10895]	
VWA9	von Willebrand factor A domain containing 9 [Source:HGNC Symbol;Acc:HGNC:25372]	
WBP1L	WW domain binding protein 1-like [Source:HGNC Symbol;Acc:HGNC:23510]	
WDR44	WD repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:30512]	
WDR45	WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]	Beta-propeller protein-associated neurodegeneration
WDR45	WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]	Neurodegeneration with brain iron accumulation 5
WDR45	WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]	Neurodegeneration with brain iron accumulation
WDR45	WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]	X-linked myopathy with excessive autophagy
WDR6	WD repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:12758]	
WDR88	WD repeat domain 88 [Source:HGNC Symbol;Acc:HGNC:26999]	
WISP1	WNT1 inducible signaling pathway protein 1 [Source:HGNC Symbol;Acc:HGNC:12769]	
WSB1	WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221]	
XKR9	XK related 9 [Source:HGNC Symbol;Acc:HGNC:20937]	
ZBTB24	zinc finger and BTB domain containing 24 [Source:HGNC Symbol;Acc:HGNC:21143]	ICF syndrome
ZBTB24	zinc finger and BTB domain containing 24 [Source:HGNC Symbol;Acc:HGNC:21143]	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 2
ZC3H12A	zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]	
ZC3H13	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]	
ZDHHC18	zinc finger DHHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:20712]	
ZDHHC7	zinc finger DHHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:18459]	
ZFP2	ZFP2 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:26138]	
ZFYVE16	zinc finger FYVE-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]	
ZGLP1	zinc finger, GATA-like protein 1 [Source:HGNC Symbol;Acc:HGNC:37245]	
ZKSCAN1	zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]	
ZKSCAN7	zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:HGNC:12955]	
ZMYND8	zinc finger MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]	
ZNF10	zinc finger protein 10 [Source:HGNC Symbol;Acc:HGNC:12879]	
ZNF132	zinc finger protein 132 [Source:HGNC Symbol;Acc:HGNC:12916]	
ZNF135	zinc finger protein 135 [Source:HGNC Symbol;Acc:HGNC:12919]	
ZNF136	zinc finger protein 136 [Source:HGNC Symbol;Acc:HGNC:12920]	
ZNF138	zinc finger protein 138 [Source:HGNC Symbol;Acc:HGNC:12922]	
ZNF17	zinc finger protein 17 [Source:HGNC Symbol;Acc:HGNC:12958]	
ZNF189	zinc finger protein 189 [Source:HGNC Symbol;Acc:HGNC:12980]	
ZNF226	zinc finger protein 226 [Source:HGNC Symbol;Acc:HGNC:13019]	
ZNF236	zinc finger protein 236 [Source:HGNC Symbol;Acc:HGNC:13028]	
ZNF26	zinc finger protein 26 [Source:HGNC Symbol;Acc:HGNC:13053]	
ZNF268	zinc finger protein 268 [Source:HGNC Symbol;Acc:HGNC:13061]	
ZNF280D	zinc finger protein 280D [Source:HGNC Symbol;Acc:HGNC:25953]	
ZNF311	zinc finger protein 311 [Source:HGNC Symbol;Acc:HGNC:13847]	
ZNF334	zinc finger protein 334 [Source:HGNC Symbol;Acc:HGNC:15806]	
ZNF358	zinc finger protein 358 [Source:HGNC Symbol;Acc:HGNC:16838]	
ZNF382	zinc finger protein 382 [Source:HGNC Symbol;Acc:HGNC:17409]	
ZNF395	zinc finger protein 395 [Source:HGNC Symbol;Acc:HGNC:18737]	
ZNF396	zinc finger protein 396 [Source:HGNC Symbol;Acc:HGNC:18824]	
ZNF418	zinc finger protein 418 [Source:HGNC Symbol;Acc:HGNC:20647]	
ZNF43	zinc finger protein 43 [Source:HGNC Symbol;Acc:HGNC:13109]	
ZNF441	zinc finger protein 441 [Source:HGNC Symbol;Acc:HGNC:20875]	
ZNF449	zinc finger protein 449 [Source:HGNC Symbol;Acc:HGNC:21039]	
ZNF483	zinc finger protein 483 [Source:HGNC Symbol;Acc:HGNC:23384]	
ZNF484	zinc finger protein 484 [Source:HGNC Symbol;Acc:HGNC:23385]	
ZNF511	zinc finger protein 511 [Source:HGNC Symbol;Acc:HGNC:28445]	
ZNF529	zinc finger protein 529 [Source:HGNC Symbol;Acc:HGNC:29328]	
ZNF581	zinc finger protein 581 [Source:HGNC Symbol;Acc:HGNC:25017]	
ZNF583	zinc finger protein 583 [Source:HGNC Symbol;Acc:HGNC:26427]	
ZNF587	zinc finger protein 587 [Source:HGNC Symbol;Acc:HGNC:30955]	
ZNF596	zinc finger protein 596 [Source:HGNC Symbol;Acc:HGNC:27268]	
ZNF597	zinc finger protein 597 [Source:HGNC Symbol;Acc:HGNC:26573]	
ZNF675	zinc finger protein 675 [Source:HGNC Symbol;Acc:HGNC:30768]	
ZNF717	zinc finger protein 717 [Source:HGNC Symbol;Acc:HGNC:29448]	
ZNF737	zinc finger protein 737 [Source:HGNC Symbol;Acc:HGNC:32468]	
ZNF768	zinc finger protein 768 [Source:HGNC Symbol;Acc:HGNC:26273]	
ZNF778	zinc finger protein 778 [Source:HGNC Symbol;Acc:HGNC:26479]	
ZNF782	zinc finger protein 782 [Source:HGNC Symbol;Acc:HGNC:33110]	
ZNF787	zinc finger protein 787 [Source:HGNC Symbol;Acc:HGNC:26998]	
ZNF891	zinc finger protein 891 [Source:HGNC Symbol;Acc:HGNC:38709]	
ZRANB3	zinc finger RANBP2-type containing 3 [Source:HGNC Symbol;Acc:HGNC:25249]	
ZSWIM2	zinc finger SWIM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:30990]	
